reporter,partner,year,classification,commodity_code,commodity,trade_flow_code,trade_flow,qty,qty_unit,trade_value_us
Switzerland,Mexico,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,10000,Weight in kilograms,51975
Switzerland,Netherlands,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,73294,Weight in kilograms,31689
Switzerland,Netherlands,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,6375007,Weight in kilograms,1716324
Switzerland,Norway,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,7078,Weight in kilograms,1387
Switzerland,Philippines,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,22000,Weight in kilograms,37955
Switzerland,Poland,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,18620,Weight in kilograms,4359
Switzerland,Poland,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,984158,Weight in kilograms,166206
Switzerland,Qatar,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,52,Weight in kilograms,2
Switzerland,Serbia,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,238075,Weight in kilograms,3682
Switzerland,India,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,265388,Weight in kilograms,39195
Switzerland,Slovakia,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,16120,Weight in kilograms,3813
Switzerland,Slovenia,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,16690,Weight in kilograms,192
Switzerland,Spain,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,27,Weight in kilograms,17
Switzerland,Spain,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,123912,Weight in kilograms,41469
Switzerland,Sweden,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,5,Weight in kilograms,1
Switzerland,Tunisia,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,25000,Weight in kilograms,24509
Switzerland,Turkey,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,180530,Weight in kilograms,21218
Switzerland,United Kingdom,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,292791,Weight in kilograms,153227
Switzerland,United Kingdom,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2594813,Weight in kilograms,42386
Switzerland,USA,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,654,Weight in kilograms,8509
Switzerland,USA,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,37160,Weight in kilograms,3553
North Macedonia,World,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,3853332,Weight in kilograms,1634749
North Macedonia,World,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,7820762,Weight in kilograms,3961188
North Macedonia,Albania,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1543050,Weight in kilograms,713615
North Macedonia,Austria,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,16580,Weight in kilograms,4068
North Macedonia,Belgium,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1075,Weight in kilograms,186
North Macedonia,Bosnia Herzegovina,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,31833,Weight in kilograms,11055
North Macedonia,Bulgaria,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,166870,Weight in kilograms,79710
North Macedonia,Bulgaria,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1314815,Weight in kilograms,730714
North Macedonia,China,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,500,Weight in kilograms,403
North Macedonia,Greece,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,35440,Weight in kilograms,8733
North Macedonia,Greece,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,170281,Weight in kilograms,80011
North Macedonia,Hungary,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,11400,Weight in kilograms,5210
North Macedonia,Latvia,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,443400,Weight in kilograms,83386
North Macedonia,Lithuania,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,37504,Weight in kilograms,18963
North Macedonia,Lithuania,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,38120,Weight in kilograms,7066
North Macedonia,Montenegro,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,162138,Weight in kilograms,40229
North Macedonia,Romania,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,3488810,Weight in kilograms,2105636
North Macedonia,Serbia,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1846906,Weight in kilograms,752061
North Macedonia,Serbia,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1577930,Weight in kilograms,481084
North Macedonia,Slovenia,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,618708,Weight in kilograms,390105
North Macedonia,Turkey,2019,H5,3915,"Waste, parings and scrap, of plastics",2,Export,168698,Weight in kilograms,83181
North Macedonia,United Kingdom,2019,H5,3915,"Waste, parings and scrap, of plastics",1,Import,36,Weight in kilograms,510
Togo,World,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,0,No Quantity,870892
Togo,World,2017,H4,3915,"Waste, parings and scrap, of plastics",2,Export,1372,Weight in kilograms,61346
Togo,Belgium,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,0,No Quantity,407819
Togo,Cameroon,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,0,No Quantity,7143
Togo,China,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,2375,Weight in kilograms,73217
Togo,Benin,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,893,Weight in kilograms,3299
Togo,Ghana,2017,H4,3915,"Waste, parings and scrap, of plastics",2,Export,627,Weight in kilograms,1210
Togo,"China, Hong Kong SAR",2017,H4,3915,"Waste, parings and scrap, of plastics",2,Export,474,Weight in kilograms,29281
Togo,Côte d'Ivoire,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,4500,Weight in kilograms,929
Togo,Oman,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,9494,Weight in kilograms,274260
Togo,Netherlands,2017,H4,3915,"Waste, parings and scrap, of plastics",2,Export,271,Weight in kilograms,30854
Togo,Saudi Arabia,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,0,No Quantity,79100
Togo,Singapore,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,990,Weight in kilograms,23659
Togo,Burkina Faso,2017,H4,3915,"Waste, parings and scrap, of plastics",1,Import,0,No Quantity,1463
Timor-Leste,World,2017,H2,3915,"Waste, parings and scrap, of plastics.",1,Import,870,Weight in kilograms,812
Timor-Leste,China,2017,H2,3915,"Waste, parings and scrap, of plastics.",1,Import,238,Weight in kilograms,223
Timor-Leste,Indonesia,2017,H2,3915,"Waste, parings and scrap, of plastics.",1,Import,624,Weight in kilograms,576
Timor-Leste,Singapore,2017,H2,3915,"Waste, parings and scrap, of plastics.",1,Import,7,Weight in kilograms,12
Turkey,World,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,261863254,Weight in kilograms,76235377
Turkey,World,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,15126924,Weight in kilograms,16589269
Turkey,Albania,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2816437,Weight in kilograms,1800653
Turkey,Algeria,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,420150,Weight in kilograms,173108
Turkey,Algeria,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,8810,Weight in kilograms,16813
Turkey,Angola,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,627,Weight in kilograms,2033
Turkey,Azerbaijan,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,83320,Weight in kilograms,28179
Turkey,Azerbaijan,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,34080,Weight in kilograms,18622
Turkey,Austria,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,118068,Weight in kilograms,55052
Turkey,Belgium,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,12966817,Weight in kilograms,4731359
Turkey,Bosnia Herzegovina,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,750,Weight in kilograms,1019
Turkey,Bulgaria,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,4553274,Weight in kilograms,2505782
Turkey,Bulgaria,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,52125,Weight in kilograms,80800
Turkey,Canada,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,840507,Weight in kilograms,197460
Turkey,Canada,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,22820,Weight in kilograms,37631
Turkey,China,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,4955,Weight in kilograms,5114
Turkey,China,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,77010,Weight in kilograms,66309
Turkey,Congo,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,262553,Weight in kilograms,102766
Turkey,Croatia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,3810916,Weight in kilograms,1745386
Turkey,Cyprus,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1198580,Weight in kilograms,231631
Turkey,Cyprus,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,81255,Weight in kilograms,33118
Turkey,Czechia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,757337,Weight in kilograms,365932
Turkey,Czechia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,131572,Weight in kilograms,281036
Turkey,Denmark,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,72400,Weight in kilograms,17354
Turkey,Estonia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,21680,Weight in kilograms,10950
Turkey,France,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,286321,Weight in kilograms,88090
Turkey,Georgia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,510309,Weight in kilograms,144952
Turkey,Georgia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,66737,Weight in kilograms,26651
Turkey,Germany,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,22112911,Weight in kilograms,7435205
Turkey,Germany,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,551491,Weight in kilograms,825028
Turkey,Ghana,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,227570,Weight in kilograms,124035
Turkey,Greece,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,7463326,Weight in kilograms,2629364
Turkey,Greece,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,73937,Weight in kilograms,72885
Turkey,"China, Hong Kong SAR",2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,6300534,Weight in kilograms,4468766
Turkey,Hungary,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,111118,Weight in kilograms,40485
Turkey,Indonesia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,407000,Weight in kilograms,340710
Turkey,Iran,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,9489853,Weight in kilograms,2205745
Turkey,Iran,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,32380,Weight in kilograms,49667
Turkey,Iraq,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,48990100,Weight in kilograms,10734250
Turkey,Iraq,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,96533,Weight in kilograms,100074
Turkey,Ireland,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,31726630,Weight in kilograms,5284298
Turkey,Ireland,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,42601,Weight in kilograms,39546
Turkey,Israel,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,14325279,Weight in kilograms,4203273
Turkey,Italy,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2886254,Weight in kilograms,1541249
Turkey,Italy,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,592899,Weight in kilograms,347261
Turkey,Côte d'Ivoire,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,373700,Weight in kilograms,141455
Turkey,Japan,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,305156,Weight in kilograms,82328
Turkey,Kazakhstan,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2000,Weight in kilograms,3146
Turkey,Jordan,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,380194,Weight in kilograms,201098
Turkey,Kenya,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,25000,Weight in kilograms,13390
Turkey,Rep. of Korea,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,23040,Weight in kilograms,22075
Turkey,Lebanon,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,924879,Weight in kilograms,460487
Turkey,Latvia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,164571,Weight in kilograms,100479
Turkey,Libya,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,589370,Weight in kilograms,197777
Turkey,Libya,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,7872,Weight in kilograms,20400
Turkey,Lithuania,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,96420,Weight in kilograms,61328
Turkey,Lithuania,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,20789,Weight in kilograms,18360
Turkey,Malaysia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,521430,Weight in kilograms,972021
Turkey,Malta,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,740280,Weight in kilograms,280786
Turkey,"Other Asia, nes",2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,539682,Weight in kilograms,811946
Turkey,Morocco,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,119780,Weight in kilograms,107113
Turkey,Mozambique,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,18500,Weight in kilograms,13575
Turkey,Oman,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,9167,Weight in kilograms,6287
Turkey,Netherlands,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,6818440,Weight in kilograms,2873268
Turkey,Netherlands,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,165630,Weight in kilograms,158786
Turkey,Pakistan,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1380586,Weight in kilograms,1002643
Turkey,Pakistan,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,24300,Weight in kilograms,16943
Turkey,Philippines,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,18390,Weight in kilograms,12598
Turkey,Poland,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,764769,Weight in kilograms,353390
Turkey,Portugal,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1500046,Weight in kilograms,313058
Turkey,Portugal,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,61863,Weight in kilograms,52240
Turkey,Romania,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,5033573,Weight in kilograms,1590356
Turkey,Russian Federation,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,3102232,Weight in kilograms,5519416
Turkey,Saudi Arabia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,775831,Weight in kilograms,387094
Turkey,Senegal,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,89960,Weight in kilograms,67079
Turkey,Serbia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2079117,Weight in kilograms,1035755
Turkey,Serbia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2237,Weight in kilograms,5805
Turkey,India,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,966710,Weight in kilograms,577225
Turkey,Slovakia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,589834,Weight in kilograms,458995
Turkey,Viet Nam,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,194964,Weight in kilograms,342757
Turkey,Slovenia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,604390,Weight in kilograms,167758
Turkey,South Africa,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,38520,Weight in kilograms,17544
Turkey,Spain,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,6584484,Weight in kilograms,1816617
Turkey,Sudan,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1969521,Weight in kilograms,625456
Turkey,Sweden,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,470535,Weight in kilograms,145203
Turkey,Switzerland,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,461968,Weight in kilograms,405211
Turkey,Switzerland,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,14840,Weight in kilograms,15792
Turkey,Syria,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,60260,Weight in kilograms,14727
Turkey,Syria,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,18865,Weight in kilograms,14436
Turkey,Thailand,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,105070,Weight in kilograms,77817
Turkey,United Arab Emirates,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,318800,Weight in kilograms,88118
Turkey,Tunisia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1996322,Weight in kilograms,1071760
Turkey,Tunisia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1329,Weight in kilograms,975
Turkey,Turkmenistan,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,194813,Weight in kilograms,68198
Turkey,Turkmenistan,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,59928,Weight in kilograms,10515
Turkey,Ukraine,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,32054,Weight in kilograms,11552
Turkey,Ukraine,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1577,Weight in kilograms,1430
Turkey,North Macedonia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1788705,Weight in kilograms,1143824
Turkey,Egypt,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,59090,Weight in kilograms,38110
Turkey,United Kingdom,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,41768673,Weight in kilograms,8596747
Turkey,United Kingdom,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,244490,Weight in kilograms,232666
Turkey,Free Zones,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,8607393,Weight in kilograms,2306918
Turkey,Free Zones,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,547000,Weight in kilograms,849570
Turkey,USA,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,7461989,Weight in kilograms,3108377
Turkey,USA,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,413070,Weight in kilograms,454198
Turkey,Burkina Faso,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,69730,Weight in kilograms,21648
Turkey,Uzbekistan,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,8525,Weight in kilograms,8710
Turkey,Venezuela,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,28099,Weight in kilograms,19669
Turkey,World,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,436909935,Weight in kilograms,116431093
Turkey,World,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,15643011,Weight in kilograms,17307769
Turkey,Albania,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,831847,Weight in kilograms,571283
Turkey,Algeria,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,513799,Weight in kilograms,188789
Turkey,Angola,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,66110,Weight in kilograms,33520
Turkey,Azerbaijan,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,38300,Weight in kilograms,12219
Turkey,Australia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,218268,Weight in kilograms,131028
Turkey,Austria,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,334840,Weight in kilograms,143685
Turkey,Austria,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,20520,Weight in kilograms,18607
Turkey,Bangladesh,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,64000,Weight in kilograms,48105
Turkey,Belgium,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,46906239,Weight in kilograms,11285979
Turkey,Belgium,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,32500,Weight in kilograms,23764
Turkey,Bosnia Herzegovina,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,3229,Weight in kilograms,4735
Turkey,Bulgaria,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,6486267,Weight in kilograms,4198642
Turkey,Bulgaria,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,124088,Weight in kilograms,85191
Turkey,Canada,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,790262,Weight in kilograms,344621
Turkey,China,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,89000,Weight in kilograms,4516
Turkey,Croatia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1876352,Weight in kilograms,1044390
Turkey,Cyprus,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1585974,Weight in kilograms,309622
Turkey,Cyprus,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,215,Weight in kilograms,230
Turkey,Czechia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,120516,Weight in kilograms,93022
Turkey,Czechia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,55690,Weight in kilograms,101187
Turkey,Denmark,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,252390,Weight in kilograms,41465
Turkey,Ethiopia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,172112,Weight in kilograms,114775
Turkey,Estonia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,16470,Weight in kilograms,4477
Turkey,Finland,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,55300,Weight in kilograms,21307
Turkey,France,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2067830,Weight in kilograms,542563
Turkey,Georgia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,614506,Weight in kilograms,135907
Turkey,Georgia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,175602,Weight in kilograms,172476
Turkey,Germany,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,62226445,Weight in kilograms,16332216
Turkey,Germany,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,215698,Weight in kilograms,182216
Turkey,Ghana,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,165500,Weight in kilograms,56867
Turkey,Greece,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,6851794,Weight in kilograms,2280708
Turkey,Greece,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,117207,Weight in kilograms,103883
Turkey,"China, Hong Kong SAR",2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2625664,Weight in kilograms,1502134
Turkey,Hungary,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1148460,Weight in kilograms,391203
Turkey,Hungary,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,21600,Weight in kilograms,18741
Turkey,Indonesia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2484380,Weight in kilograms,2031064
Turkey,Iran,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,9746477,Weight in kilograms,2069616
Turkey,Iran,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,63410,Weight in kilograms,49771
Turkey,Iraq,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,55868945,Weight in kilograms,10727734
Turkey,Iraq,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,449,Weight in kilograms,1333
Turkey,Ireland,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,4369360,Weight in kilograms,811263
Turkey,Ireland,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1169997,Weight in kilograms,1217120
Turkey,Israel,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,15735871,Weight in kilograms,4585786
Turkey,Israel,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,131190,Weight in kilograms,96671
Turkey,Italy,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,8895057,Weight in kilograms,2259632
Turkey,Italy,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1750030,Weight in kilograms,1758539
Turkey,Côte d'Ivoire,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,320410,Weight in kilograms,144461
Turkey,Japan,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1770456,Weight in kilograms,813280
Turkey,Kazakhstan,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,4697,Weight in kilograms,12626
Turkey,Jordan,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,424658,Weight in kilograms,205811
Turkey,Jordan,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,20920,Weight in kilograms,22854
Turkey,Kenya,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,59960,Weight in kilograms,42951
Turkey,Rep. of Korea,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,287421,Weight in kilograms,248192
Turkey,Kuwait,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,174882,Weight in kilograms,124610
Turkey,Kyrgyzstan,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,886,Weight in kilograms,1452
Turkey,Lebanon,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2122006,Weight in kilograms,1215711
Turkey,Latvia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,88389,Weight in kilograms,40047
Turkey,Libya,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,424080,Weight in kilograms,134318
Turkey,Libya,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2000,Weight in kilograms,1000
Turkey,Lithuania,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,145310,Weight in kilograms,93239
Turkey,Lithuania,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,493265,Weight in kilograms,497613
Turkey,Malawi,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1000,Weight in kilograms,2033
Turkey,Malaysia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,74250,Weight in kilograms,54440
Turkey,Malaysia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,271330,Weight in kilograms,650948
Turkey,Malta,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,86100,Weight in kilograms,36994
Turkey,Mexico,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,20130,Weight in kilograms,10264
Turkey,"Other Asia, nes",2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,83700,Weight in kilograms,14509
Turkey,"Other Asia, nes",2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,388885,Weight in kilograms,744911
Turkey,Mozambique,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,275949,Weight in kilograms,209672
Turkey,Netherlands,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,28241167,Weight in kilograms,7779933
Turkey,Netherlands,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,19700,Weight in kilograms,20518
Turkey,New Zealand,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,54770,Weight in kilograms,17450
Turkey,Nigeria,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,122921,Weight in kilograms,67547
Turkey,Pakistan,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2664706,Weight in kilograms,1949293
